10000; 0.248
20000; 0.674
30000; 1.515
40000; 2.679
50000; 4.217
60000; 6.044
70000; 8.211
80000; 10.780
90000; 13.651
100000; 16.763
10000; 0.275
20000; 0.689
30000; 1.545
10000; 0.188
20000; 0.691
30000; 1.547
