10000; 0.175
20000; 0.843
30000; 1.522
40000; 2.686
50000; 4.199
60000; 6.072
70000; 8.214
80000; 10.812
90000; 13.620
100000; 16.821
10000; 0.272
20000; 0.694
30000; 1.546
40000; 2.738
10000; 0.189
20000; 0.688
30000; 1.582
