10000; 0.003
20000; 0.007
30000; 0.011
10000; 0.004
20000; 0.007
30000; 0.011
40000; 0.016
50000; 0.022
60000; 0.026
70000; 0.031
80000; 0.036
90000; 0.040
100000; 0.050
