10000; 0.104
20000; 0.386
30000; 0.832
10000; 0.096
20000; 0.377
30000; 0.838
40000; 1.486
50000; 2.348
60000; 3.347
70000; 4.585
80000; 5.954
90000; 7.596
100000; 9.333
